URL,title,html
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/zoom/zoom-joining-zoom-meeting/,Zoom -- Joining a Zoom Meeting,"Contact The CCI Helpdesk
Zoom -- Joining a Zoom Meeting
Recommended Prep Before Joining Drexel Zoom Meeting
Only once per computer. Do this before you join a Zoom meeting.
Follow instructions at this webpage below.  
Zoom -- SSO Single Sign-On and Host Sign-In
Once you do the above, when you click a Zoom meeting link you created, you will enter as a Host.
And for other Zoom meetings links, you will enter with your Drexel Account.
Joining a Zoom Meeting - Video
https://youtu.be/hIkCmbvAHQQ
YouTube video
Joining a Zoom Meeting - Text
Students/Participants:
Click Zoom meeting link,
Link may be given to you by instructor, listed in Bb Learn course section, sent to you in email, or calendar invite, Slack, Discord, etc.
Hosts:
Sign in to https://drexel.zoom.us with Drexel userid & password.
Then click ""Join meeting.""
Open link with Zoom or https://drexel.zoom.us if prompted.
Or...
Download, open, & install the Zoom program, when prompted.
Enter name and email (if prompted).
Sign in to Drexel Connect screen, if prompted.
In the meeting, click “Join With Computer Audio.”
If Zoom Asks for a Password or Login
Zoom -- If Zoom Asks for a Password or Login
Login Issues -- or Redirect Issues
Visit the following link...
if you have login issues & are Drexel student, instructor, staff member, or faculty member
or...
if you are redirected to zoom.us from drexel.zoom.us.
Zoom -- Login or Registration or Redirect Issues
Audio Problems? Or Join by Telephone?
Zoom -- Audio Issues and Joining by Telephone
Yes, you can use Zoom if you just want a telephone-only conference call.
Covered at link above. 
Share Your Computer Display
https://support.zoom.us/hc/en-us/articles/201362153-How-Do-I-Share-My-Screen-
Playing a video in Zoom?
Check ""Share computer sound"" checkbox right when you start sharing your screen.
Screen-share Shortcut
Alt + S
This shortcut allows the user to screen-share without having to find the share button
Using Zoom on Android or iPad or iPhone
Zoom -- Use on Android and iPad, iPhone, or iOS
System Requirements
Zoom -- System Requirements and If No Webcam or Microphone
Tips and Basic Troubleshooting
Zoom Troubleshooting -- Crash, Audio, Artifact, Lag, Freeze, More
Zoom Video Tutorials
https://support.zoom.us/hc/en-us/articles/206618765-Zoom-Video-Tutorials
Echo Occurring?
Everyone in the same physical room as the host user should 
*mute their computer microphones and computer speaker volume.*
The host user is the exception.
The host user should NOT mute their computer microphone
and computer speakers UNLESS the host use is using a phone or speakerphone for audio.
If the host user is using a phone or speakerphone for audio,
then the host indeed should mute their computer microphone and computer speakers.
Screen Freeze or Lag? Delayed Audio?
Have all participants mute their audio
and/or shut down their video when they are not using it.
All participants should close any open applications or browser tabs
or windows they are not using during the meeting.
Closing non-essential apps
in the lower right (System Tray) in Windows
or
upper right (Menu Bar) in Mac could help as well.
Delete a Scheduled Meeting or a Recording
Zoom -- Recover Deleted Meeting or Recording
CCI Zoom Virtual Background
CCI Zoom Virtual Background
Changing Your Name in Zoom
Changing Names in Zoom
Additional Helpful Info -- Drexel VCAP's page on Zoom
https://drexel0.sharepoint.com/sites/IT-VCaPBlog/SitePages/Zoom.aspx"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/recording-video-computer-and-adding-bb-learn-aka-screen-record/kaltura-drexel-streams/,Kaltura Drexel Streams,"Contact The CCI Helpdesk
Kaltura Drexel Streams
Start Here
Adding Media to Bb Learn via Kaltura or Drexel Streams
Other Pages
Kaltura Drexel Streams FAQ
Kaltura Drexel Streams -- Analytics
Kaltura Drexel Streams -- Adding Media to Bb Learn -- Student Instructions
Embed Kaltura Audio or Video in Any Bb Learn Text Box
Kaltura Drexel Streams -- Let Others Download Videos
Kaltura Drexel Streams -- Uploading Directly & Making Playable by Anyone with Link
Adding Kaltura Audio or Video to a Content Area -- Instructors Only
Kaltura Drexel Streams -- Allow Downloads
Kaltura Drexel Streams -- Analytics
Kaltura Drexel Streams -- Captions
Kaltura Drexel Streams -- Channels
Edit Video or Video Settings in Kaltura Drexel Streams
Kaltura Drexel Streams -- Express Capture
Kaltura Drexel Streams -- Finding Your Kaltura Audio or Video After It Is Uploaded
Kaltura Capture
Kaltura Drexel Streams -- Make Others Co-Editors, Co-Publishers, or Co-Viewers of Videos
Kaltura Drexel Streams -- No Full-Screen in Firefox in Blackboard (Bb) Learn
Kaltura Drexel Streams -- Quizzes in Videos
Sharing Kaltura Audio or Video with Non-Drexel Users or Share with Anyone
Kaltura Drexel Streams -- Thumbnail Setting, or Setting Image Shown Before Video Is Played"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/teams/sharing-files-microsoft-teams-non-drexel-email/,Sharing files via Microsoft Teams with Non-Drexel Email,"Contact The CCI Helpdesk
Sharing files via Microsoft Teams with Non-Drexel Email
Open Microsoft Teams and navigate to the team you want to share files with outside the organization.



Click on the Files Tab within the Team site.



Click on open in SharePoint.



Either create a new folder, or select an existing folder you want to share and click the share button. 



Click on “People you specify can edit” to bring up more sharing options.



Chose to “Share with Specific People” and choses wither or not you want them to have edit or read only access. 



Add the email address of the people you want to share the folder with 



Those recipients will receive an email similar to this with an “open” button.



Once the recipient uses the open link, the SharePoint site will present a box for a code to be entered that verifies the recipient of the email is the person accessing the files.   



After clicking the send code button, the recipient will receive another email with the code.



Enter the Code and click Verify to gain access to the files.



From here the user is all set and can access and interact with the folder you have shared with them from your teams’ site via SharePoint. "
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/zoom/zoom-claim-host-role-during-meeting/,Zoom -- Claim Host Role during a Meeting,"Contact The CCI Helpdesk
Zoom -- Claim Host Role during a Meeting
If you are not logging in as a host, and instead first clicking a link to join Zoom as a participant, and then want to become a host, here's what to do.
Click ""Participants"" at bottom of Zoom.

Click ""Claim Host""

Click ""Login to Claim Host.""
Click ""SSO Login with SSO.""

Enter ""drexel"" (no quotes) next to ""zoom.us.""
Then click ""Continue.""
You are now the ""host"" (and can record the meeting).
And ""Host"" now appears next to your name in the ""Participants panel."
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/zoom/recover-deleted-meeting-or-recording/,Zoom -- Recover Deleted Meeting or Recording,"Contact The CCI Helpdesk
Zoom -- Recover Deleted Meeting or Recording
Deleted the Wrong Scheduled Meeting
On ""Meetings"" page in Zoom at https://drexel.zoom.us , click ""Recently Deleted"" in upper right, and click ""Recover"" next to deleted meeting.
You have up to 7 days to recover a deleted scheduled meeting. Then the scheduled meeting is permanently gone.
Deleted a Recording
On ""Recordings"" page in Zoom at https://drexel.zoom.us , click ""trash"" in upper right (""Settings""), and click ""Recover"" next to deleted recording.
You have up to 30 days to recover a deleted recording. Then the recording is permanently gone."
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/recording-video-computer-and-adding-bb-learn-aka-screen-record/kaltura-drexel-streams/kaltura-drexel-streams-analytics/,Kaltura Drexel Streams -- Analytics,"Contact The CCI Helpdesk
Kaltura Drexel Streams -- Analytics
Stats with Analytics are Problematic
If you really want to track who watched a video, we recommend using a Kaltura Quiz, if only to have a single quiz question not more than 20 seconds before the end of the video, where a student or others confirms they watched it.
To create a Kaltura Quiz, see:
Kaltura Drexel Streams -- Quizzes in Videos
Even if you ask students to disable ad blocking, privacy enhancing, fingerprint spoofing, or script disrupting plug-ins, add-ons, extensions, or built-in functionality, we've had too many instances of not being able to tell if a student completely watched a video or not.
Kaltura Quizzes on the other hand are entirely dependable.
ALSO, if you need to know through analytics the userid of a student or someone,
they need to access the video through a Bb Learn course section at https://learn.dcollege.net
or after signing into Kaltura Drexel Streams at:
https://drexel.edu/it/streams/
or...
https://1513041.mediaspace.kaltura.com/
Accessing Analytics
Find & click your video under ""My Media"" in Kaltura Drexel Streams.

Either visit https://drexel.edu/it/streams
...Or...
https://1513041.mediaspace.kaltura.com/
...Or...
=Login to Bb Learn at https://learn.dcollege.net, land on the ""Institution Page,"" click the ""Tools"" link in left navigation, click ""Kaltura My Media,"" and then click ""My Media.""

Scroll down to & click ""ACTIONS.""
Click ""Analytics.""
Review the provided analytics.
For user-specific information,
scroll down to & click ""View Engagement Per User"" link under video.
Click ""Back to media page""
in upper left in order to return to normal view of video.
Accessing Quiz Results
Find & click your video under ""My Media"" in Kaltura Drexel Streams.

Either visit https://drexel.edu/it/streams
...Or...
https://1513041.mediaspace.kaltura.com/
https://1513041.mediaspace.kaltura.com/

...Or...
Login to Bb Learn at https://learn.dcollege.net, land on the ""Institution Page,"" click the ""Tools"" link in left navigation, click ""Kaltura My Media,"" and then click ""My Media.""

Scroll down to & click ""ACTIONS.""
Click ""Analytics.""
Click ""Quiz Users"" tab/link.
Newer submissions or viewers are at the top usually,  BUT check through the last page or so of the log using the Fid command (Cmd + F or Ctrl + F) to find specific users, if necessary.
And if you don't find a specific user, then try the Accessing Analytics section above.
More Information on How to Interpret Analytics
https://knowledge.kaltura.com/help/kaltura-analytics


Troubleshooting Analytics
First, make sure when you run reports or look at the stats that you are actually looking at the stats for the current month or 2 you or time period you actually want to look at. Also, consider in the future using the quiz option to track students, rather than analytics. If you don't go with the quiz option, here's what you can send to students who claim they watched the video.
As a student, there are a couple things you can do on your end to help convince your TA or Instructor you watched the videos. None of these may prove you watched the video all the way through, but all/most combined may provide enough circumstantial evidence that you did. So do all of the suggestions below that you can.
We also have a page of suggestions for how to improve your home internet dependability, also included below, in case that was a factor.
First, visit Drexel Streams (Kaltura videos homepage for Drexel) at https://drexel.edu/it/streams and login. Click your name in the upper right. Then click ""My History."" Take a screenshot that shows the date and time you watched the one or more videos in question. This won't show you watched the videos all the way through or not, but it will confirm you clicked on them. If you're not sure how to take a screenshot, visit https://take-a-screenshot.org .
Second, visit the link below and explore your web browsing history. See if you can find not only the date/time you watched the Kaltura video in Bb Learn, and it might be an https://learn.dcollege.net link (the one where the video relies), and not a https://1513041.mediaspace.kaltura.com/ but look for instances of webpages containing both of those as the start of the URL or web address. Take screenshots. And see provide other webpage history dates/times to show you weren't going to other webpages. Use the basic photo editor built into your computer (Paint, Paint 3D, Preview) and the colored pen or marker or line or box tools to cover up webpage URLs you don't want the instructor to see (if any). You'll need to repeat this step for each video you feel you unfairly lost points on, and it will still be up to the instructor to decide if you get points or not. They do not have to give you points if they do not want to.

The following webpage may help with this. If not, Google how to find your web browser's history. Do NOT clear your cache or your history. https://www.wikihow.com/View-Browsing-History.

If you cannot find that you watched these videos in your viewing history, for future incidents like this, make sure you are not using Private or InPrivate or Incognito tabs. Make sure AdBlock or uBlock or Ghostery or other privacy enhancing extensions or add-ons are disabled. Allow cookies if you disallowed them. If you frequently clear your browsing history and cache, or use any of these other features or add-ons or extensions, you may not have the ability to find what you previously watched.

Send the screenshots you find to your TA or Instructor to make the case you watched one or more of these videos. 

Note:
It is completely your TA's or Instructor's decision whether to agree you watched a video or no. There's no backend record you or your instructor do not already have access to that will show you watched these videos. 
 Tips for more dependable WIFI or internet in your home.
https://support.cci.drexel.edu/cci-technology/quick-tech-troubleshooting-links-helping-end-users/wifi-internet-or-web-speed-issues-home-or-apartment/"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/zoom/muting-and-pauseresume-happens-mysteriously-during-zoom-meeting/,Zoom Shortcut Keys and a Fix for Mystery Muting and Pause/Resume in Zoom Mtgs,"Contact The CCI Helpdesk
Zoom Shortcut Keys and a Fix for Mystery Muting and Pause/Resume in Zoom Mtgs
Zoom Has Shortcut Keys
Accidental entry of shortcut commands on the keyboard are the reason why your zoom meeting may accidentally mute or pause/resume recordings.
It's possible that the host/co-host may tap or hit one of these key combinations,
and you can accidentally mute/unmute yourself or the entire room (depending if you are the host or not).
You can also pause or resume recordings if you are the host.
Mac
Command(⌘)+Shift+A:
Mute/unmute audio
Command(⌘)+Control+M:
Mute audio for everyone except the host (only available to the host)
Command(⌘)+Control+U:
Unmute audio for everyone except host (only available to the host)
Space:
Push to talk
Command(⌘)+Shift+R:
Start local recording
Command(⌘)+Shift+C:
Start cloud recording
Command(⌘)+Shift+P:
Pause or resume recording
Windows
Alt+A:
Mute/unmute audio
Alt+M:
Mute/unmute audio for everyone except host
Note: For the meeting host only
Alt+R:
Start/stop local recording
Alt+C:
Start/stop cloud recording
Alt+P:
Pause or resume recording
More Zoom Key Combos
https://support.zoom.us/hc/en-us/articles/205683899-hot-keys-and-keyboard-for-zoom"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/echo360/advanced-and-additional-topics/accessing-lecture-recordings-outside-bb-learn-students-only/,echo360 -- Accessing Lecture Recordings Outside of Bb Learn -- Students Only,"Contact The CCI Helpdesk
echo360 -- Accessing Lecture Recordings Outside of Bb Learn -- Students Only
Login to echo360 at https://echo360.org using your long form Drexel email address and your DrexelOne or Bb Learn password.
   (a) You will likely be provided your long form email address if these instructions are shared with you.
   (b) If you have login issues, see below for help.
            i.    Your login email address is going to be your long form Drexel email address.
                     1.  For example: Mike Galloway's long form Drexel email address is michael.j.galloway@drexel.edu. Yours may not include the middle initial and may include numbers.
            ii.   Your password is going to be your Bb Learn or DrexelOne password, unless you changed it in echo360
                     1.  If you forgot your password, or have password problems, click the ""Forgot your password?"" link on the https://echo360.org webpage.
            iii.  If you do not know your long form Drexel email address, here's how to find it.
                     1.  Method 1: Visit the Drexel Directory webpage below, and look your long form Drexel email address up using your name in last name, first name format for the search terms.
                             (a) http://drexel.edu/about/contact/
                     2.  Method 2:
                             (a) Login to Bb Learn at http://learn.drexel.edu using your DrexelOne username and password.
                             (b) Click your name in the upper right corner of the Bb Learn webpage.
                             (c) Click ""Settings, then ""Personal Information,"" then ""Edit Personal Information."" Copy your long form Drexel email address. Click ""Cancel.""
                             (d) Note that you cannot change your email address or password in Bb Learn.


Click ""DASHBOARD"" at the top left.

Click the ""Term"" drop-down menu, and select the appropriate term.

Click ""ALL CLASSES"" in the same row/area for whichever class's recordings you want to watch.

Click the date of the recording.

Click to allow/activate/run flash or other plugins (if prompted).

Close the ""Notes"" panel by clicking the X in the upper right.
If either the video or computer display video feeds are taking up the whole webpage, and you want a larger view of the other video feed, click the other video feed in the lower right-hand corner.
Computer display video feed is enlarged in screenshot below. In echo360, click the room video feed in lower-right hand corner to switch to that feed.

Room video feed is enlarged in screenshot below. In echo360, click the computer display video feed in lower-right hand corner to switch to that feed.

To exit the recording when finished:
   (a) Move mouse over the recording video window. Click menu icon in upper left. Click ""Exit Classroom.""
To log out of echo360:
   (a) Click your name in upper right. Click ""LOGOUT.""
Technical Issues?
See the following webpage if you encounter any technical issues.
Echo360 Troubleshooting Recording Playback Issues
Above link also helps with troubleshooting live video issues."
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/echo360/advanced-and-additional-topics/,echo360 -- Advanced and Additional Topics,"Contact The CCI Helpdesk
echo360 -- Advanced and Additional Topics
echo360 -- Accessing Lecture Recordings Outside of Bb Learn -- Instructors Only
echo360 -- Accessing Lecture Recordings Outside of Bb Learn -- Students Only
echo360 -- Attendance Unlikely to Be Affected by Recordings
echo360 -- Downloading Lecture Recordings
echo360 -- Downloading Lecture Recordings Outside of Bb Learn
echo360 -- INCLUDE
echo360 -- Interactive Features
echo360 -- Live Event Attendance Guide -- Not for Classes
echo360 -- OLD Documentation
echo360 -- Rebooting echo360 Devices in CCI Classrooms
echo360 -- Recordings Outside CCI Classrooms
echo360 -- Screen Recording from a Personal Computer
echo360 -- Sharing an Individual Class Recording -- for Instructors
echo360 -- Stats and Analytics"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/recording-video-computer-and-adding-bb-learn-aka-screen-record/obs-studio/obs-studio-live-streaming/,OBS Studio -- Live Streaming,"Contact The CCI Helpdesk
OBS Studio -- Live Streaming
ROUGH DRAFT!!!
Recommend doing just a recording first using OBS Studio. See the webpage below for instructions.
OBS Studio
If you use an external microphone, muting ""mic/aux"" is recommended to avoid echo effect in recording or streaming.
You may need to create and show a Live Video on a Page you manage for Facebook Live.
Go to ""Settings"" to adjust where videos are saved to, the format that they are saved in, and to set the live stream key and service (Facebook, YouTube).
You may want to create additional separate Google and Facebook accounts (use your own name) but with high privacy settings to do testing of Facebook Live and YouTube Live.
For Drexel CCI events, Mike Galloway will need to log you in to post on Facebook and YouTube.
https://obsproject.com/ (OBS Studio homepage and where you broadcast from)
Quick Start Doc on OBS
https://github.com/jp9000/obs-studio/wiki/OBS-Studio-Overview
Quick Start Doc on OBS Forum
https://obsproject.com/forum/resources/obs-studio-quickstart-guide.422/
Guide to the different input sources that you can use
https://github.com/jp9000/obs-studio/wiki/Sources-Guide
Facebook Live Help
https://obsproject.com/forum/resources/how-to-stream-to-facebook-live.391/
More Facebook Live Help (click ""Live Streaming"")
https://www.facebook.com/help/799185466881268/?helpref=hc_fnav
 YouTube Live Streaming Help
Note the links on the left that provide much more additional information.
https://support.google.com/youtube/answer/2474026?hl=en
OBS Resources Guides from Forums
https://obsproject.com/forum/resources/categories/guides-studio.8/"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/zoom/zoom-missing-or-lost-or-deleted-zoom-recordings/,Zoom -- Missing or Lost or Deleted Zoom Recordings,"Contact The CCI Helpdesk
Zoom -- Missing or Lost or Deleted Zoom Recordings
Instructions 
Login to https://drexel.zoom.us/, login if prompted.

Click ""Recordings"" in left nav.

Check under the ""Cloud Recordings"" tab first.
""Cloud Recordings"" in Drexel Zoom take 126 days to expire.
And then check the ""Local Recordings"" tab second.


Also, ""Cloud Recordings"" in Drexel Zoom are automatically backed up to Drexel Kaltura Streams at https://drexel.edu/it/streams Login if prompted
Click ""My Media."" Scroll or browse what is there.

If its old recording:
Go to your OneDrive at https://portal.office.com
and login,
and click the 9-dot-square icon in the upper left,
and click the ""OneDrive"" cloud icon.

If you still cant find the recording,
then contact zoom support zoomadmin@drexel.edu
They will able to assist to get the recording or help to retrieve it. "
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/echo360/needs-update-echo360-muting-microphone-during-recording-or-broadcast/,echo360 -- Muting the Microphone during a Recording or Broadcast,"Contact The CCI Helpdesk
echo360 -- Muting the Microphone during a Recording or Broadcast
See Classroom Technology -- Privacy & Audio Controls Check for Echo360 and Zoom in CCI Classroom -- Article Listing"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/recording-video-computer-and-adding-bb-learn-aka-screen-record/echo360-recordings-outside-cci-classrooms/,echo360 -- Recordings Outside CCI Classrooms,"Contact The CCI Helpdesk
echo360 -- Recordings Outside CCI Classrooms
Instructions for Personal Capture
Allows recording and editing from your Mac or Windows laptop. An instructor decides what course or section of theirs to publish to.
First, see the webpage below on how to login to echo360 directly.
echo360 -- Accessing Lecture Recordings Outside of Bb Learn -- Instructors Only
Then login directly to echo360 at http://echo360.org .
Then click the gear icon, click ""Downloads,"" choose to download ""Personal Capture,"" and download and install it.
For instructions on how to use ""Personal Capture,"" see the webpage below.
http://help.echo360.org/#t=Personal_Capture_Guides%2FPersonal_Capture_Guides.htm"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/recording-video-computer-and-adding-bb-learn-aka-screen-record/kaltura-drexel-streams/kaltura-drexel-streams-video-assignments-or-discussion-board-posts-bb-learn/,Kaltura Drexel Streams -- Video Assignments or Discussion Board Posts in Bb Learn,"Contact The CCI Helpdesk
Kaltura Drexel Streams -- Video Assignments or Discussion Board Posts in Bb Learn
Introduction
Because Kaltura is embedded in Bb Learn, and available to students in Discussion Board posts or Assignment submissions in Bb Learn, it easily lends itself to creating assignments where you want students to record videos, and they can submit this using Discussion Board post replies or Assignment submissions.

Below is how to set this up for them, and a link to provide students to explain how they do the assignment.
Instructions using Discussion Board (Forums or Weeks)
Just have students embed videos they create into Discussion Board posts using the Kaltura tool,
or copy/pasting a link from a video they uploaded to Drexel Streams into a Discussion Board post.
You can set 1 or more Discussion Board forums on the Discussion Board page to be gradeable.
Use Grade by Forum when editing DB options.
You have to edit the options for each forum individually. :-(
If you are not sure how to create or edit a Discussion Board forum, in a Week or content area or otherwise, see:
Discussion Boards -- Creating, Modifying and Hiding Forums
Once you have a Discussion Board assignment created,
send the following instructions to your students,
and just direct them to use the Kaltura tool to post or reply there with their video.
Kaltura Drexel Streams -- Adding Media to Bb Learn -- Student Instructions
They do NOT upload a file as an attachment directly to the post or in the reply!!!
They need to use the Kaltura tool, which is easily accessible here.
Instructions using Bb Learn Assignments
Just have students embed videos when they click the Bb Learn Assignment submission link.
They do NOT upload a file as an attachment directly to the post or in the reply!!! They need to use Kaltura.
Here's how to create or edit a Bb Learn Assignment:
Bb Learn Assignments -- Creating and Modifying Assignments
Once you have a Bb Learn assignment created,
send the following instructions to your students,
and just direct them to use the Kaltura tool to post or reply there with their video.
Kaltura Drexel Streams -- Adding Media to Bb Learn -- Student Instructions
They do NOT upload a file as an attachment in their assignment submission!!!
They need to use the Kaltura tool, which is easily accessible here.
DU IT's Instructions - Kaltura using Bb Learn Assignments
DU IT's ""Submit a Video from Drexel Streams as an Assignment in Blackboard Learn""
https://drexel.edu/it/help/a-z/kaltura/tutorials/#SubmitBB"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/zoom/zoom-troubleshooting-zoom-crashing/#https://zoom.us/download,Zoom not working and Troubleshooting,"Contact The CCI Helpdesk
Zoom not working and Troubleshooting
Basic Troubleshooting
Make sure webcam is not covered.
Uninstall Zoom completely from the computer Zoom isn't working on.
How to uninstall in Windows 10.
Download & install Zoom again.
Use the SSO or Single-sign on option to sign in.
Screenshare Shortcut Key
If someone cannot figure out how to screenshare, especially if you are trying to assist them, tell them to use the following shortcut key combination
Alt + S
Tell them to press and hold the Alt key. And then keep the Alt key held down, while they tap the S key once. Repeat these instructions slowy for a non-tech savvy user.
This shortcut allows the user to screen-share without having to find the share button
Echoes and Sound Artifacts
If possible, use a headset with a microphone, or AirPods or very good alternatives.
NO cheap bluetooth headphones with mics!
Your own external speakers play audio that the microphone picks up.
And others in the meeting could have the same thing going on.
It's a lot for echo cancellation to handle at times.
AirPods or headsets reduce what microphones pick-up, except for your own voice.
Everyone in the same physical room as the host user
should *mute their computer microphones and computer speaker volume.*

The host user is the exception.
The host user should NOT mute their computer microphone and computer speakers...
UNLESS the host use is using a phone or speakerphone for audio.
Then the host indeed should mute their computer microphone & computer speakers.
Zoom Lags or Freezes or Audio is Delayed
Try one or more of these suggestions.
All hosts, presenters, panelists, or participants:
mute your audio if you are not speaking much.
All hosts, presenters, panelists, or participants:
turn off your video, unless truly needed.
Instructors or others requiring video to appear may need to be flexible on that requirement.
If someone is screen sharing, have that person stop,
and adjust the resolution on their computer to 1920 x 1080p (or i) or below.
Then re-share screen.
Any scaling you choose is fine.
Close any open applications or browser tabs or windows not needed for the meeting.
Closing non-essential apps in the lower right (System Tray) in Windows,
or upper right (Menu Bar) in Mac, if you can.
Click the ^ in Windows (lower right) and right-click.
Close any messaging apps, Adobe apps, Microsoft apps not needed for this meeting.
Leave the Zoom meeting.
Update the Zoom app installed on your computer.
Re-enter the meeting.
Try updating Zoom. See link below.
Zoom Updating or Updates
Participants on their own personal WiFi network
might to try shutting down any other devices
on their personal WiFi network
to increase the overall available bandwidth.
Recovering a Deleted a Scheduled Meeting or a Recording
Zoom -- Recover Deleted Meeting or Recording
Invalid Meeting ID or Invalid Meeting Number Error
Zoom -- Invalid Meeting ID or Invalid Meeting Number
Zoom Crashes
Try one or more of these suggestions.
See what we suggest in the Zoom Lags or Freezes or Audio is Delayed section above.
If you are using another application, and Zoom is crashing:
uninstall/reinstall that application.
Use with OneNote has been an issue at times. Close OneNote.
Close and use less than 8 tabs in whatever web browser you have. 
Removing unknown or unused add-ons and extensions and clearing cache/history can help.
Link below has instructions.
Clear Browser Cache & History.
Do not use ""Gallery"" mode. It is resource intensive.
More info:
https://support.zoom.us/hc/en-us/articles/201362323-Changing-the-video-layout-Active-Speaker-View-and-Gallery-View-
Uninstall & reinstall Zoom.
Reboot your device.
In the Zoom app, go to
Settings > Video Settings > Advanced.
Under ""Use hardware acceleration for"", uncheck ALL option.
If you still have problems after trying all the above,
try to change ""Video Rendering Method"" to ""Direct3D11.""
You may also want to Google this:
Best Zoom Video Rendering Method
and include the make, model, and/or OS of your computer in the search phrase.
If the above does not help, doing a more thorough update of drives, BIOS,
and such can help in Windows.
See link below.
Properly Update Windows 10 & Drivers in Windows 10
If nothing above helps, or you need other help with Drexel CCI classes or meetings, please reach out to ihelp@drexel.edu for further assistance."
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/cci-faculty-and-staff-work-home/,CCI Faculty and Staff -- Work from Home,"Contact The CCI Helpdesk
CCI Faculty and Staff -- Work from Home
The following are information & how-to resources for Drexel CCI staff if they need to work from home.
If you need any assistance: 
For all general technical questions, email ihelp@drexel.edu .
For questions related to Blackboard (Bb) Learn, reach out instead to Mike Galloway, CCI Tech Svcs Mng, at mjg88@drexel.edu .
The above contacts are for Drexel College of Computing & Informatics (CCI) faculty, instructors, professional staff, and students ONLY!
Note: The left panel can be expanded for more resources. Also, some links on some pages when clicked will expand to show more resources on a webpage.
Check Telephone Voicemail Off-Campus
And other voicemail-related tasks.
CCI Faculty and Staff -- Work from Home -- Check Telephone Voicemail Off-Campus
Forwarding Telephone
CCI Faculty and Staff -- Work from Home -- Forwarding Telephone
VPN Set-up
Remotely connect to the Drexel network to access any online resources that only work on Drexel's network.
VPN
Access Drexel E-mail Off-Campus
If you need to check email from a personal computer. This is a secure way to do this.
Outlook -- Web or Internet Browser
Zoom and Bb Collaborate Ultra for Virtual Meetings and Classes
Zoom - Usable but less suited for use with Bb Learn course sections. Ideal for every other type of meeting.
Bb Collaborate Ultra - More suited for virtual meetings, office hours, and classes with Bb Learn course sections.
Need HIPAA compliant methods of meeting remotely or virtually?
Try Zoom HIPAA Private Mode.
See Zoom -- HIPAA Private Mode
ccirepo Shared and Personal File Server, Web Server, Web Page Access
ccirepo Shared and Personal File Server, Web Server, Web Page Access
Office 365 -- OneDrive
Office 365 -- OneDrive
Remote Desktop Access to Remote Computer
Drexel CCI Remote Desktop Access to Work Computer"
https://support.cci.drexel.edu/remote-conferencing-and-class-capture/zoom/joining-zoom-meeting/,Joining a Zoom Meeting,"Contact The CCI Helpdesk
Joining a Zoom Meeting
See Zoom -- Joining a Zoom Meeting"
